text,emotion,texto_limpio,label_codificada
"Hay una mujer en el gym que me mira intensamente, de seguro es un gay atrapado en el cuerpo de una mujer heterosexual, porque no hay otra explicacion a esa miradera sexosa.",Preocupado,hay una mujer en el gym que me mira intensamente de seguro es un gay atrapado en el cuerpo de una mujer heterosexual porque no hay otra explicacion a esa miradera sexosa,13
Voy a hacer un hilo de mis lecturas para el Guadalupe Reinas. Leí 10 libros en 25 días.,Preocupado,voy a hacer un hilo de mis lecturas para el guadalupe reinas leí 10 libros en 25 días,13
De que es el desfile en la via España ? Xuxa justo parquie el carro ahí y ahora estoy atrapado,Preocupado,de que es el desfile en la via españa  xuxa justo parquie el carro ahí y ahora estoy atrapado,13
"Por cierto, tener que envolver un banco de musculación es una pésima experiencia, me quedé sin papel y tuve que mezclar dos.",Preocupado,por cierto tener que envolver un banco de musculación es una pésima experiencia me quedé sin papel y tuve que mezclar dos,13
"Estaba un poco agobiado y deprimido asi que me escuche un speech motivacional que dio resultado y fui motivado al gimnasio, volvi y sigo agobiado y un poco deprimido pero ahora tambien estoy cansado 😎",Preocupado,estaba un poco agobiado y deprimido asi que me escuche un speech motivacional que dio resultado y fui motivado al gimnasio volvi y sigo agobiado y un poco deprimido pero ahora tambien estoy cansado,13
Llevo dos horas empaquetando regalos,Preocupado,llevo dos horas empaquetando regalos,13
"Solo tengo un número de la lotería a tercios con Laura y Julia, rezando porque nos toque pa hacernos muy ricas",Preocupado,solo tengo un número de la lotería a tercios con laura y julia rezando porque nos toque pa hacernos muy ricas,13
"Hoy mi suegro de 88 años dijo: ""Hoy me siento muy bien, tengo ganas de ponerme mi corbata"". Se puso guapo y lo llevaron a pasear. Tiene una semana tomando GNMX de ACTIVZ. Tenía años sin usar corbata y pocas ganas de salir, porque cuando llegaba, llegaba agobiado y muy cansado.",Preocupado,hoy mi suegro de 88 años dijo hoy me siento muy bien tengo ganas de ponerme mi corbata se puso guapo y lo llevaron a pasear tiene una semana tomando gnmx de activz tenía años sin usar corbata y pocas ganas de salir porque cuando llegaba llegaba agobiado y muy cansado,13
"Se refiere a Phel, casi se muere él. Hoy. Y luego Tari casi se muere el otro día. Y está preocupado y agobiado por todo. Y no puede pensar en otra cosa.",Preocupado,se refiere a phel casi se muere él hoy y luego tari casi se muere el otro día y está preocupado y agobiado por todo y no puede pensar en otra cosa,13
Agobiado por problemas que los adultos mortifican…,Preocupado,agobiado por problemas que los adultos mortifican,13
"Con tanta cena y evento social estoy hoy saturadísimo mentalmente, literalmente tengo ganas de llorar de lo agobiado que me siento.",Preocupado,con tanta cena y evento social estoy hoy saturadísimo mentalmente literalmente tengo ganas de llorar de lo agobiado que me siento,13
"""Habrá que aprovechar lo que queda de vacaciones"" *Se mete en la cama cansado, agobiado y deprimido a las 21*",Preocupado,habrá que aprovechar lo que queda de vacaciones se mete en la cama cansado agobiado y deprimido a las 21,13
"45 minutos llevan juanjo y martin en las duchas, eso es que J está muy agobiado pobre, que pena me da #OTDirecto5E",Preocupado,45 minutos llevan juanjo y martin en las duchas eso es que j está muy agobiado pobre que pena me da,13
"«Cuanto por mí más abatido, tanto para mí más amado, dice san Bernardo».",Preocupado,cuanto por mí más abatido tanto para mí más amado dice san bernardo,13
Crecer es una constante despedida y bienvenida.,Preocupado,crecer es una constante despedida y bienvenida,13
Creo que me tendré que beber la jarra sola xd,Preocupado,creo que me tendré que beber la jarra sola xd,13
Óyeme pero será que vinieron los marcianos de Space Jam y le robaron el talento a Seryi? Abatido,Preocupado,óyeme pero será que vinieron los marcianos de space jam y le robaron el talento a seryi abatido,13
Locura es vivir abatido y caminar medio dormido,Preocupado,locura es vivir abatido y caminar medio dormido,13
Creo que pediré pan xd,Preocupado,creo que pediré pan xd,13
Ya me dio hambre xd ptmre,Preocupado,ya me dio hambre xd ptmre,13
"Por muy abatido que te sientas, orar siempre traerá tranquilidad a tu corazón.",Preocupado,por muy abatido que te sientas orar siempre traerá tranquilidad a tu corazón,13
Quiero renunciar solo para tener mi liquidación xd quiero irme de viaje amigos,Preocupado,quiero renunciar solo para tener mi liquidación xd quiero irme de viaje amigos,13
"Te llamé para decirte que te quiero, todavía.",Preocupado,te llamé para decirte que te quiero todavía,13
"La cantidad de poemas malos que, entre avergonzado y expectante, me reservo.",Apenado,la cantidad de poemas malos que entre avergonzado y expectante me reservo,3
"Para su gran amiga @lambofyah, Neville le extendió la mano invitándola a bailar. Había pasado algún tiempo desde la última vez que se vieron, y no negaba la emoción que sentía por ello, quizás un poco avergonzado de que nunca hubieran bailado juntos. Pero, ¿cómo podría negarse?",Apenado,para su gran amiga  neville le extendió la mano invitándola a bailar había pasado algún tiempo desde la última vez que se vieron y no negaba la emoción que sentía por ello quizás un poco avergonzado de que nunca hubieran bailado juntos pero cómo podría negarse,3
Se me rompió el pantalon de lado a lado hijo de su perra madre y estoy avergonzado 😪,Apenado,se me rompió el pantalon de lado a lado hijo de su perra madre y estoy avergonzado,3
"No estoy avergonzado por la profundidad de mi amor. Elegí amarte a costa de mi cordura. Y esta vez ya no elijo amarte a ti. Sé que no es fácil, pero elijo amarme con la misma profundidad. Incluso a costa de perderte.",Apenado,no estoy avergonzado por la profundidad de mi amor elegí amarte a costa de mi cordura y esta vez ya no elijo amarte a ti sé que no es fácil pero elijo amarme con la misma profundidad incluso a costa de perderte,3
Me niego a sentirme avergonzado por la forma en la que te amé. Me niego a sentir odio por estar tan comprometido a quererte. Me niego a sentirme humillado por la cantidad de veces que intenté hablar contigo.,Apenado,me niego a sentirme avergonzado por la forma en la que te amé me niego a sentir odio por estar tan comprometido a quererte me niego a sentirme humillado por la cantidad de veces que intenté hablar contigo,3
"Jamás tuve una amistad lo suficientemente íntima como para compartir mis mayores aficiones sin sentirme avergonzado. Si acaso he coincidido en gustos con alguien, había una diferencia abismal en el grado de apasionamiento por ello.",Apenado,jamás tuve una amistad lo suficientemente íntima como para compartir mis mayores aficiones sin sentirme avergonzado si acaso he coincidido en gustos con alguien había una diferencia abismal en el grado de apasionamiento por ello,3
Un perro se puso a hacer caca en el paso cebra y detuvo el tránsito. El dueño avergonzado pedía disculpas a los conductores.,Apenado,un perro se puso a hacer caca en el paso cebra y detuvo el tránsito el dueño avergonzado pedía disculpas a los conductores,3
"Puede que a nadie le importe, pero vuelvo a usar este pequeño espacio que me brinda Twitter para manifestarme totalmente avergonzado de que el club del que soy hincha (@RiverPlate) tenga como sponsor a una casa de apuestas.",Apenado,puede que a nadie le importe pero vuelvo a usar este pequeño espacio que me brinda twitter para manifestarme totalmente avergonzado de que el club del que soy hincha  tenga como sponsor a una casa de apuestas,3
"Su mejor jugador es un obeso de 27 años que solo aguanta 15 minutos de ritmo de juego, yo que ellos estaría avergonzado de decirlo y ellos hasta lo presumen jajaja  Esos regates de mierda te los hacen hasta los Mejía.",Apenado,su mejor jugador es un obeso de 27 años que solo aguanta 15 minutos de ritmo de juego yo que ellos estaría avergonzado de decirlo y ellos hasta lo presumen jajaja  esos regates de mierda te los hacen hasta los mejía,3
"Yo soy ateo por muchas razones, pero la principal es que estaría demasiado avergonzado de no serlo. (Giovanni Di Gregorio)",Apenado,yo soy ateo por muchas razones pero la principal es que estaría demasiado avergonzado de no serlo giovanni di gregorio,3
abrirte con alguien y poder hablar de todo sin que sea incómodo >>>>,Apenado,abrirte con alguien y poder hablar de todo sin que sea incómodo,3
"hola acabo de ver saltburn con mí hermanito muy divertido no recomiendo, llego una parte de la peli (casi la última) en que ro me dijo que estaba sudando de lo incómodo y nervioso que estaba djejdndkkw",Apenado,hola acabo de ver saltburn con mí hermanito muy divertido no recomiendo llego una parte de la peli casi la última en que ro me dijo que estaba sudando de lo incómodo y nervioso que estaba djejdndkkw,3
disfrutando hasta el silencio incomodo,Apenado,disfrutando hasta el silencio incomodo,3
q incomodo es ver una película con tu familia y que de la nada aparezca una escena de sexo súper turbia cbrn,Apenado,q incomodo es ver una película con tu familia y que de la nada aparezca una escena de sexo súper turbia cbrn,3
"no me da gracia, no es chistoso, es incomodo e irrespetuoso, quisiera que se callaran un rato",Apenado,no me da gracia no es chistoso es incomodo e irrespetuoso quisiera que se callaran un rato,3
"Mi papá le muestra mis tik toks a toda la familia, es tierno pero que incómodo se siente JAJAJA",Apenado,mi papá le muestra mis tik toks a toda la familia es tierno pero que incómodo se siente jajaja,3
que reencuentro tan incómodo diosss,Apenado,que reencuentro tan incómodo diosss,3
ni 1 día en la casa y mi papá ya lo hizo todo incómodo 👍,Apenado,ni 1 día en la casa y mi papá ya lo hizo todo incómodo,3
Me agradan las personas donde el silencio no es incómodo,Apenado,me agradan las personas donde el silencio no es incómodo,3
yo solo vengo a Nariño a sentirme incómodo xd,Apenado,yo solo vengo a nariño a sentirme incómodo xd,3
"¿Yo? Triste, preocupado, mortificado por la salud de Rafael Nadal. Dios quita mucho.",Apenado,yo triste preocupado mortificado por la salud de rafael nadal dios quita mucho,3
Tú no tienes ni pesos en tu cuenta y dique mortificado por la baja del dólar.,Apenado,tú no tienes ni pesos en tu cuenta y dique mortificado por la baja del dólar,3
Yo creo que mi círculo cercano está más mortificado por lo que me pasa que yo JAJAJAJAJAJA,Apenado,yo creo que mi círculo cercano está más mortificado por lo que me pasa que yo jajajajajaja,3
"Insólito, la oposición está mortificada porque Google presenta el dólar al 33 y no al 54 entre los mortificado está la sabandija de @EuricSanti 😜",Apenado,insólito la oposición está mortificada porque google presenta el dólar al 33 y no al 54 entre los mortificado está la sabandija de,3
Estoy más mortificado por el futuro de Cesar Montes que por el mío😔,Apenado,estoy más mortificado por el futuro de cesar montes que por el mío,3
podría perdonar fácilmente su orgullo si no hubiese mortificado el mío,Apenado,podría perdonar fácilmente su orgullo si no hubiese mortificado el mío,3
"Es increíble que la mayoría de las personas le den importancia embriagarse a lo loco y presumir botellas de alcohol.   Yo simplemente me siento mortificado por porque no habrieron el gym en noche buena, navidad y año nuevo.",Apenado,es increíble que la mayoría de las personas le den importancia embriagarse a lo loco y presumir botellas de alcohol   yo simplemente me siento mortificado por porque no habrieron el gym en noche buena navidad y año nuevo,3
